"typeID","text","filename","speaker","textagain","baseType","topic","info","confirms",,"requires_gender","requires_news",,"provides_gender","provides_news"
0,"Is it true that Max Moser is up for re-election this year?","2_0_044",2,"Is it true that Max moser is up for re-election this year?","request_bool","Max moser","Is up for re-election",,,,,,"male",
0,"Is it true that Achim Yamamoto is building his own aquarium?","2_0_045",2,"Is it true that Achim yamamoto is building his own aquarium?","request_bool","Achim yamamoto","is building an aquarium",,,,,,"male",
0,"Does Helen Nishimura still have that portrait of the Buddha?","2_0_046",2,"Does Helen nishimura still have that portrait of the Buddha?","request_bool","Helen nishimura","has a portrait of the Buddha",,,,,,"female",
0,"Hey, did they just put Gerhardt Koh's face on a postage stamp?","2_0_047",2,"Hey, did they just put Gerhardt koh's face on a postage stamp?","request_bool","Gerhardt koh","put face on stamp",,,,,,"male",
0,"Say, do you know if Yukiko Nakamura got hair extensions?","2_0_048",2,"Say, do you know if Yukiko nakamura got hair extensions?","request_bool","Yukiko nakamura","got hair extensions",,,,,,"female",
0,"Is it true that Finnegan Wright is afraid of monkeys?","2_0_049",2,"Is it true that Finnegan wright is afraid of monkeys?","request_bool","Finnegan wright","is afraid of monkeys",,,,,,"male",
0,"Did Janet Nakamura just trade her wedding ring for a turtle?","2_0_050",2,"Did Janet nakamura just trade her wedding ring for a turtle?","request_bool","Janet nakamura","has a turtle",,,,,,"female",
0,"Is it true that Joyti Morris got A's in all of her classes?","2_0_051",2,"Is it true that Joyti morris got A's in all of her classes?","request_bool","Joyti morris","got A's",,,,,,"female",
0,"So how about Horatio Xu taking over as VP of toaster ovens!","2_0_052",2,"   So how about Horatio xu taking over as VP of toaster ovens!","specific_info","Horatio xu","is taking over as VP of toaster ovens",,,,,,"male","positive"
0,"I guess you guys heard Roger Saba's doctor won't let him play badminton any more..","2_0_053",2,"  I guess you guys heard Roger saba's doctor won't let him play badminton any more..","specific_info","Roger saba","can't play badminton",,,,,,"male","negative"
0,"Can you believe Cheryl Yamada didn't get accepted to Dartmouth?","2_0_054",2,"   Can you believe Cheryl yamada didn't get accepted to Dartmouth?","specific_info","Cheryl yamada","didn't get accepted to Dartmouth",,,,,,"female","negative"
1,"Is he really a Scientologist now?","2_1_001",2,"Is he really a Scientologist now?","request_bool",,"Is a Scientologist",,,"male",,,,
1,"Was that her new electric car I saw parked outside?","2_1_002",2,"    Was that her new electric car I saw parked outside?","request_bool",,"has a new electric car",,,"female",,,,
1,"Wasn't she just offered a position at a dot-com?","2_1_003",2,"Wasn't she just offered a position at a dot-com?","request_bool",,"was offered a position at a dot-com",,,"female",,,,
1,"Is he really working in a pet store?","2_1_004",2,"Is he really working in a pet store?","request_bool",,"is working in pet store",,,"male",,,,
1,"Didn't he just avoid getting arrested?","2_1_005",2,"Didn't he just avoid getting arrested?","request_bool",,"avoided getting arrested",,,"male",,,,
1,"Say, was she really dressed like a bunny rabbit?","2_1_006",2,"Say, was she really just dressed like a bunny rabbit?","request_bool",,"dressed like bunny rabbit",,,"female",,,,
1,"Hey, is she really forming a rock band?","2_1_007",2,"Hey, is she really forming a rock band?","request_bool",,"is forming a band",,,"female",,,,
1,"Was that the new tutu I saw her wearing?","2_1_008",2,"Was that the new tutu I saw her wearing?","request_bool",,"has a new tutu",,,"female",,,,
1,"Is he really a pool shark now?","2_1_009",2,"Is he really a pool shark now?","request_bool",,"Is a pool shark",,,"male",,,,
1,"Say, did she really learn to use a computer?","2_1_010",2,"Say, did she really learn to use a computer?","request_bool",,"learned to use a computer",,,"female",,,,
1,"Didn't the dentist tell him he had too many teeth?","2_1_011",2,"Didn't the dentist tell him he had too many teeth?","request_bool",,"has too many teeth",,,"male",,,,
1,"Was that a goat he was herding on Main Street?","2_1_012",2,"Was that a goat he was herding on Main Street?","request_bool",,"is a goat herder",,,"male",,,,
1,"Is it true that she swims in the fountain outside of the courthouse?","2_1_013",2,"Is it true that she swims in the fountain outside of the courthouse?","request_bool",,"swims in the fountain",,,"female",,,,
1,"Did his wife tell him he could only wear green?","2_1_014",2,"Did his wife tell him he could only wear green?","request_bool",,"wears green",,,"female",,,,
1,"Is it true that she is a professional ham sandwich maker?","2_1_015",2,"Is it true that she is a professional ham sandwich maker?","request_bool",,"is sandwich maker",,,"female",,,,
1,"Say, did she buy the toilet paper with pink flamingos?","2_1_016",2,"Say, did she buy the toilet paper with pink flamingos?","request_bool",,"bought toilet paper",,,"female",,,,
1,"Say, did she build a tree fort outside the convenience store?","2_1_017",2,"Say, did she build a tree fort outside the convenience store?","request_bool",,"built a fort",,,"female",,,,
1,"Does she really wear a cowboy hat in the shower?","2_1_018",2,"Does she really wear cowboy hat in the shower?","request_bool",,"wears hat",,,"female",,,,
1,"Do his sneakers always smell that way?","2_1_019",2,"Do his sneakers always smell that way?","request_bool",,"has smelly sneakers",,,"male",,,,
1,"Was she really caught stealing?","2_1_020",2,"Was she really caught stealing?","request_bool",,"caught stealing",,,"female",,,,
1,"Is she wearing a wig?","2_1_021",2,"Is she wearing a wig?","request_bool",,"wearing a wig",,,"female",,,,
1,"Did she win a million dollars?","2_1_022",2,"Did she win a million dollars?","request_bool",,"win a million dollars",,,"female",,,,
1,"Say, did she get fired from the pet store?","2_1_023",2,"Say, did she get fired from the pet store?","request_bool",,"get fired from the pet store",,,"female",,,,
1,"Was she in line for that promotion?","2_1_024",2,"Was she in line for that promotion?","request_bool",,"in line for that promotion",,,"female",,,,
1,"Was that her in the police lineup?","2_1_025",2,"Was that her in the police lineup?","request_bool",,"in the police lineup",,,"female",,,,
1,"Is he really trying out for the play?","2_1_026",2,"Is he really trying out for the play?","request_bool",,"trying out for the play",,,"male",,,,
1,"Is it true that he fell down the stairs?","2_1_027",2,"Is it true that he fell down the stairs?","request_bool",,"fell down the stairs",,,"male",,,,
1,"Didn't he just get off the bus?","2_1_028",2,"Didn't he just get off the bus?","request_bool",,"just get off the bus",,,"male",,,,
1,"Didn't he finally leave his apartment?","2_1_029",2,"Didn't he finally leave his apartment?","request_bool",,"finally leave his apartment",,,"male",,,,
1,"Did you hear she was just appointed ambassador to South Korea?","2_1_030",2," Did you hear she was just appointed ambassador to South Korea?","specific_info",,"was just appointed ambassador to South Korea",,,"female",,,,"positive"
1,"I heard she was attacked by a giant ostrich on the way to work last week.","2_1_031",2," I heard she was attacked by a giant ostrich on the way to work last week.","specific_info",,"was attacked by an ostrich",,,"female",,,,"negative"
1,"Did you know he finally managed to quit smoking?","2_1_032",2,"Did you know he finally managed to quit smoking?","specific_info",,"quit smoking",,,"male",,,,"positive"
1,"So what's this about them naming a town in Iowa after her?","2_1_033",2,"So what's this about them naming a town in Iowa after her?","specific_info",,"had a town named after her",,,"female",,,,"positive"
1,"So his wife is officially leaving him for their gardener this month.","2_1_034",2,"So his wife is officially leaving him for their gardener this month.","specific_info",,"wife is leaving him",,,"male",,,,"negative"
1,"Rumor has it she pierced her cheeks.","2_1_035",2,"Rumor has it she pierced her cheeks.","specific_info",,"pierced her cheeks",,,"female",,,,"positive"
1,"He was just fired for singing show tunes on the job.","2_1_036",2,"He was just fired for singing show tunes on the job.","specific_info",,"fired for singing show tunes",,,"male",,,,"negative"
1,"Well, some people think he's the next Jimmy Hendrix.","2_1_037",2,"Well, some people think he's the next Jimmy Hendrix.","specific_info",,"is the next Jimmy Hendrix",,,"male",,,,"positive"
1,"I heard his wife was furious with him.","2_1_038",2,"I heard his wife was furious with him.","specific_info",,"wife is furious",,,"male",,,,"negative"
1,"Can you believe he taught his parrot to sing, ""Funky Town""?","2_1_039",2,"Can you believe he taught his parrot to sing, ""Funky Town""?","specific_info",,"taught his parrot to sing",,,"male",,,,"positive"
1,"I heard she had 5 packs of gum stuck in her hair.","2_1_040",2,"I heard she had 5 packs of gum stuck in her hair.","specific_info",,"had gum stuck in hair",,,"female",,,,"negative"
1,"Rumor has it that he gave a great nose flute concert.","2_1_041",2,"Rumor has it that he gave a great nose flute concert.","specific_info",,"gave a great concert",,,"male",,,,"positive"
1,"Did you hear that his pants caught on fire?","2_1_042",2,"Did you hear that his pants caught on fire?","specific_info",,"pants caught on fire",,,"male",,,,"negative"
1,"Did you know that he swims in a kiddie pool?","2_1_043",2,"Did you know that he swims in a kiddie pool?","specific_info",,"swims in kiddie pool",,,"male",,,,"negative"
1,"I heard she wrote her name in a public restroom.","2_1_044",2,"I heard she wrote her name in a public restroom.","specific_info",,"wrote her name",,,"female",,,,"positive"
1,"Did you know that he prefers redheads?","2_1_045",2,"Did you know that he prefers redheads?","specific_info",,"prefers redheads",,,"male",,,,"positive"
1,"Is it true that he declawed his cat?","2_1_046",2,"Is it true that he declawed his cat?","specific_info",,"declawed cat",,,"male",,,,"positive"
1,"He was asked to leave for talking too loudly.","2_1_047",2,"He was asked to leave for talking too loudly.","specific_info",,"asked to leave",,,"male",,,,"negative"
1,"Did you know that he assisted a magician?","2_1_048",2,"Did you know that he assisted a magician?","specific_info",,"assisted a magician",,,"male",,,,"positive"
1,"Everyone thinks she's a loudmouth.","2_1_049",2,"Everyone thinks she's a loudmouth.","specific_info",,"is a loudmouth",,,"female",,,,"negative"
1,"Is it true that her boyfriend gave her a diamond ring?","2_1_050",2,"Is it true that her boyfriend gave her a diamond ring?","specific_info",,"got a diamond ring",,,"female",,,,"positive"
1,"Some people say that he is really talented.","2_1_051",2,"Some people say that he is really talented.","specific_info",,"is really talented",,,"male",,,,"positive"
1,"He used to have a dog with fleas.","2_1_052",2,"He used to have a dog with fleas.","specific_info",,"had a dog with fleas",,,"male",,,,"negative"
1,"I heard that her parakeet is really sick.","2_1_053",2,"I heard that her parakeet is really sick.","specific_info",,"has a sick parakeet",,,"female",,,,"negative"
1,"She got roses when she sang at the theater.","2_1_054",2,"She got roses when she sang at the theater.","specific_info",,"sang and got roses",,,"female",,,,"positive"
1,"I heard that she lost her apartment.","2_1_055",2,"I heard that she lost her apartment.","specific_info",,"lost her apartment",,,"female",,,,"negative"
1,"It's been said that she is the smartest person around.","2_1_056",2,"It's been said that she is the smartest person around.","specific_info",,"is the smartest person around",,,"female",,,,"positive"
1,"Is it true that he has his own blog now?","2_1_057",2,"Is it true that he has his own blog now?","specific_info",,"has a blog",,,"male",,,,"positive"
1,"Is it true that he invented a new kind of computer?","2_1_058",2,"Is it true that he invented a new kind of computer?","specific_info",,"invented a new computer",,,"male",,,,"positive"
1,"Rumor has it that her roommate stole her jewelry.","2_1_059",2,"Rumor has it that her roommate stole her jewelry.","specific_info",,"had her jewelry stolen",,,"female",,,,"negative"
2,"That's great -- I really like her!","2_2_001",2," That's great -- I really like her!","reaction",,,,,"female","positive",,,
2,"That's nice to hear. He really deserves that.","2_2_002",2," That's nice to hear. He really deserves that.","reaction",,,,,"male","positive",,,
2,"Wow, that is really excellent news.","2_2_003",2," Wow, that is really excellent news.","reaction",,,,,,"positive",,,
2,"Wow, well, that is a surprise.","2_2_004",2,"Wow, well, that is a surprise.","reaction",,,,,,"positive",,,
2,"She's great at making things happen!","2_2_005",2,"She's great at making things happen!","reaction",,,,,"female","positive",,,
2,"I wish everyone had that kind of luck!","2_2_006",2,"I wish everyone had that kind of luck!","reaction",,,,,,"positive",,,
2,"That's swell!","2_2_007",2,"That's swell!","reaction",,,,,,"positive",,,
2,"People shouldn't be rewarded for being rude.","2_2_008",2,"People shouldn't be rewarded for being rude.","reaction",,,,,,"positive",,,
2,"I feel like shouting my joy off the rooftops!","2_2_009",2,"I feel like shouting my joy off the rooftops!","reaction",,,,,,"positive",,,
2,"Good things come to good people.","2_2_010",2,"Good things come to good people.","reaction",,,,,,"positive",,,
2,"That's awful. Really sad to hear.","2_2_011",2,"That's awful. Really sad to hear.","reaction",,,,,,"negative",,,
2,"That's sad -- I really like her!","2_2_012",2,"That's sad -- I really like her!","reaction",,,,,"female","negative",,,
2,"That's too bad. He is really nice.","2_2_013",2,"      	 That's too bad. He is really nice.","reaction",,,,,"male","negative",,,
2,"Oh, no, not again!","2_2_014",2,"Oh, no, not again!","reaction",,,,,,"negative",,,
2,"That's just dreadful.","2_2_015",2,"That's just dreadful.","reaction",,,,,,"negative",,,
2,"Gee, I hope she can get over it.","2_2_016",2,"Gee, I hope she can get over it.","reaction",,,,,"female","negative",,,
2,"Maybe he won't be so egotistical now.","2_2_017",2,"Maybe he won't be so egotistical now.","reaction",,,,,"male","negative",,,
2,"That makes me feel like crying.","2_2_018",2,"That makes me feel like crying.","reaction",,,,,,"negative",,,
2,"No use crying over spilt milk.","2_2_019",2,"No use crying over spilt milk.","reaction",,,,,,"negative",,,
3,"Yes -- I actually just confirmed it with her publicist","2_3_001",2,"Yes -- I actually just confirmed it with her publicist","provide_bool",,,"positive",,"female",,,,
3,"Yes -- I just spoke with his therapist. Apparently he's very excited about it.","2_3_002",2," Yes -- I just spoke with his therapist. Apparently he's very excited about it.","provide_bool",,,"positive",,"male",,,,
3,"Yes, she said so herself not an hour ago!","2_3_003",2,"Yes, she said so herself not an hour ago!","provide_bool",,,"positive",,"female",,,,
3,"Yes, but try not to mention it when he's around.","2_3_004",2,"Yes, but try not to mention it when he's around.","provide_bool",,,"positive",,"male",,,,
3,"Yes, and I have pictures to prove it!","2_3_005",2,"Yes, and I have pictures to prove it!","provide_bool",,,"positive",,,,,,
3,"No, never believe what the internet says.","2_3_006",2,"No, never believe what the internet says.","provide_bool",,,"negative",,"male",,,,
3,"Yes, I'm pretty sure that's the full story!","2_3_007",2,"Yes, I'm pretty sure that's the full story!","provide_bool",,,"positive",,,,,,
3,"Yes, I don't think it's possible to make that up.","2_3_008",2,"Yes, I don't think it's possible to make that up.","provide_bool",,,"positive",,,,,,
3,"Yes, she called and told me all about it.","2_3_009",2,"Yes, she called and told me all about it.","provide_bool",,,"positive",,"female",,,,
3,"Yes, for real ‚ how can you even make something like that up?","2_3_010",2,"Yes, for real – can you even make something like that up?","provide_bool",,,"positive",,,,,,
3,"Yes, I saw that on Wikipedia.","2_3_011",2,"Yes, we saw that on Wikipedia.","provide_bool",,,"positive",,,,,,
3,"Yes, someone uploaded a photo of that.","2_3_012",2,"Yes, someone uploaded a photo of that.","provide_bool",,,"positive",,,,,,
3,"Her sister thinks that's right and she should know.","2_3_013",2,"Her sister thinks that's right and she should know.","provide_bool",,,"positive",,"female",,,,
3,"Her boss says that's impossible.","2_3_014",2,"Her boss says that it's true.","provide_bool",,,"positive",,"female",,,,
3,"That doesn't seem like it holds water.","2_3_015",2,"That doesn't seem like it holds water.","provide_bool",,,"negative",,,,,,
4," She is such a sweet person.","2_4_001",2," She is such a sweet person.","standalone_comment",,,,,"female",,,,
4," I cannot stand that guy.","2_4_002",2," I cannot stand that guy.","standalone_comment",,,,,"male",,,,
4,"What a nice person!","2_4_003",2,"What a nice person!","standalone_comment",,,,,,,,,
4,"She's not the sharpest tack in the box.","2_4_004",2,"She's not the sharpest tack in the box.","standalone_comment",,,,,"female",,,,
4,"She really gets on my nerves.","2_4_005",2,"She really gets on my nerves.","standalone_comment",,,,,"female",,,,
4,"I wish more people were like him.","2_4_006",2,"I wish more people were like him.","standalone_comment",,,,,"male",,,,
4,"She always makes me smile.","2_4_007",2,"She always makes me smile.","standalone_comment",,,,,"female",,,,
4,"I find him a bit clingy to be around.","2_4_008",2,"I find him a bit clingy to be around.","standalone_comment",,,,,"male",,,,
4,"He's a good egg.","2_4_009",2,"He's a good egg.","standalone_comment",,,,,"male",,,,
4,"Some people can't be trusted.","2_4_010",2,"Some people can't be trusted.","standalone_comment",,,,,,,,,
4,"She is lazier than my 15 year-old cat.","2_4_011",2,"She is lazier than my 15 year-old cat.","standalone_comment",,,,,"female",,,,
4,"He's a pretty cool dude.","2_4_012",2,"He's a pretty cool dude.","standalone_comment",,,,,"male",,,,
4,"She makes my hair stand on end.","2_4_013",2,"She makes my hair stand on end.","standalone_comment",,,,,"female",,,,
4,"Her take on things is always interesting.","2_4_014",2,"Her take on things is always interesting.","standalone_comment",,,,,"female",,,,
4,"She is unreal.","2_4_015",2,"She is unreal.","standalone_comment",,,,,"female",,,,
4,"He's just the sweetest guy ever.","2_4_016",2,"He's just the sweetest guy ever.","standalone_comment",,,,,"male",,,,
0,"Have you guys heard from Frida recently?","3_0_001",3,"Have you guys heard from Frida recently?","introduce_topic","Frida",,,,,,,"female",
0,"So, I ran into Fred the other day.","3_0_002",3,"So, I ran into Fred the other day.","introduce_topic","Fred",,,,,,,"male",
0,"Has anyone seen Ferdinand lately?","3_0_003",3,"Has anyone seen Ferdinand lately?","introduce_topic","Ferdinand",,,,,,,"male",
0,"It's been a while since I had Deshawn over.","3_0_004",3,"It's been a while since I had Deshawn over.","introduce_topic","Deshawn",,,,,,,"male",
0,"What's the deal with Jamal?","3_0_005",3,"What's the deal with Jamal?","introduce_topic","Jamal",,,,,,,"male",
0,"Has Joaquin been showing up these days?","3_0_006",3,"Has Joaquin been showing up these days?","introduce_topic","Joaquin",,,,,,,"male",
0,"Have you heard about Diego?","3_0_007",3,"Have you heard about Diego?","introduce_topic","Diego",,,,,,,"male",
0,"Have you seen Karim around?","3_0_008",3,"Have you seen Karim around?","introduce_topic","Karim",,,,,,,"male",
0,"Any sense of where Paul is?","3_0_009",3,"Any sense of where Paul is?","introduce_topic","Paul",,,,,,,"male",
0,"Hey, do you remember Francesca?","3_0_010",3,"Hey, do you remember Francesca?","introduce_topic","Francesca",,,,,,,"female",
0,"What's the deal with Pilar lately?","3_0_011",3,"What's the deal with Pilar lately?","introduce_topic","Pilar",,,,,,,"female",
0,"It's strange about Kesha.","3_0_012",3,"It's strange about Kesha.","introduce_topic","Kesha",,,,,,,"female",
0,"What's up with Judy?","3_0_013",3,"What's up with Judy?","introduce_topic","Judy",,,,,,,"female",
0,"Have you heard what Tiffany has been doing?","3_0_014",3,"Have you heard the what Tiffany has been doing?","introduce_topic","Tiffany",,,,,,,"female",
0,"Have we seen Ming lately?","3_0_015",3,"Have we seen Ming lately?","introduce_topic","Ming",,,,,,,"female",
0,"I heard from Cho the other day.","3_0_016",3,"I heard from Cho the other day.","introduce_topic","Cho",,,,,,,"female",
0,"What did Kwan say the other day?","3_0_017",3,"What did Kwan say the other day?","introduce_topic","Kwan",,,,,,,"female",
0,"Do you guys know if Gina is going to be at work tomorrow?","3_0_018",3," Do you guys know if Gina is going to be at work tomorrow?","request_bool","Gina","Is going to be at work tomorrow",,,,,,"female",
0,"Say, do you guys know if Elmer ever became a Ninja?","3_0_019",3,"Say, do you guys know if Elmer ever became a ninja?","request_bool","Elmer","became a ninja",,,,,,"male",
0,"Is Lucinda still stuck in that yoga pose?","3_0_020",3,"Is Lucinda still stuck in that yoga pose?","request_bool","Lucinda","stuck in yoga pose",,,,,,"female",
0,"Has Stevie stopped shaving his eyebrows yet?","3_0_021",3,"Has Stevie stopped shaving his eyebrows yet?","request_bool","Stevie","shaved his eyebrows",,,,,,"male",
0,"Does Jeremiah really think he's a bullfrog?","3_0_022",3,"Does Jeremiah really think he's a bullfrog?","request_bool","Jeremiah","thinks he's a frog",,,,,,"male",
0,"Say, do you know if Jack appeared on that game show?","3_0_023",3,"Say, do you know if Jack appeared on that game show?","request_bool","Jack","appeared on a game show",,,,,,"male",
0,"Does Hiram still have that recipe for chocolate macaroons?","3_0_024",3,"Does Hiram still have that recipe for chocolate macaroons?","request_bool","Hiram","has a recipe",,,,,,"male",
0,"Did Missy give her pet rock collection to her new girlfriend?","3_0_025",3,"Did Missy give her pet rock collection to her new girlfriend?","request_bool","Missy","gave collection away",,,,,,"female",
0,"Guess what? Sherman just got engaged to that model he was with last week.","3_0_026",3,"Guess what? Sherman just got engaged to that model he was with last week","specific_info","Sherman","just got engaged to a model",,,,,,"male","positive"
0,"So I just read that Phyllis is moving to Tanzania next week.","3_0_027",3," 	So I just read that Phyllis is moving to Tanzania next week.","specific_info","Phyllis","is moving to Tanzania",,,,,,"female","positive"
0,"Have you guys seen Debbie? Her nose job turned out horribly!","3_0_028",3,"  Have you guys seen Debbie? Her nose job turned out horribly!","specific_info","Debbie","got a bad nosejob",,,,,,"female","negative"
0,"How is Berna Xu doing these days?","3_0_029",3," How is Berna xu doing these days?","introduce_topic","Berna xu",,,,,,,"female",
0,"Hey, whatever happened to Geertrui Saba?","3_0_030",3,"Hey, whatever happened to Geertrui saba?","introduce_topic","Geertrui saba",,,,,,,"female",
0,"So is Roy Lark still around?","3_0_031",3,"So is Roy lark still around?","introduce_topic","Roy lark",,,,,,,"male",
0,"I bumped into Tyrone White the other day.","3_0_032",3,"I bumped into Tryone white the other day.","introduce_topic","Tryone white",,,,,,,"male",
0,"Is there any news about Ernesto Lark?","3_0_033",3,"Is there any news about Ernesto lark?","introduce_topic","Ernesto lark",,,,,,,"male",
0,"Have you heard from Alejandro Wright?","3_0_034",3,"Have you heard from Alejandro wright?","introduce_topic","Alejandro wright",,,,,,,"male",
0,"Anyone know how Hassan Howard is doing?","3_0_035",3,"Anyone know how Hassan howard is doing?","introduce_topic","Hassan howard",,,,,,,"male",
0,"Any news on Meer Clark?","3_0_036",3,"Any news on Meer clark?","introduce_topic","Meer clark",,,,,,,"male",
0,"What's up with Tom O' Reilly these days?","3_0_037",3,"What's up with Tom o'reilly these days?","introduce_topic","Tom o'reilly",,,,,,,"male",
0,"Has anyone heard from Bella Rizzo?","3_0_038",3,"Has anyone heard from Bella rizzo?","introduce_topic","Bella rizzo",,,,,,,"female",
0,"Has anyone seen Jada Imanaka around?","3_0_039",3,"Has anyone seen Jada imanaka around?","introduce_topic","Jada imanaka",,,,,,,"female",
0,"I was trying to remember something about Jasmine Rossi.","3_0_040",3,"I was trying to remember something about Jasmin rossi.","introduce_topic","Jasmin rossi",,,,,,,"female",
0,"Where's Paula Koh been keeping herself?","3_0_041",3,"Where's Paula koh been keeping herself?","introduce_topic","Paula koh",,,,,,,"female",
0,"I forget what Emma White told us the other day.","3_0_042",3,"I forget what Emma white told us the other day.","introduce_topic","Emma white",,,,,,,"female",
0,"What has Twee Yamada been up to?","3_0_043",3,"What has Twee yamada been up to?","introduce_topic","Twee yamada",,,,,,,"female",
0,"Has anyone seen Chang O'Reilly?","3_0_044",3,"Has anyone seen Chang o'reilly?","introduce_topic","Chang o'reilly",,,,,,,"female",
0,"Is Guillermo Yamaguchi supposed to be here today?","3_0_045",3,"Is Guillermo yamaguchi supposed to be here today?","request_bool","Guillermo yamaguchi","Is supposed to be here",,,,,,"male",
0,"Did Carmelita Wu really just get a new puppy?","3_0_046",3," Did Carmelita wu really just get a new puppy?","request_bool","Carmelita wu","just got a new puppy",,,,,,"female",
0,"So did Yoshimi Mueller ever finish those robots?","3_0_047",3,"So did Yoshimi mueller ever finish those robots?","request_bool","Yoshimi mueller","finished the robots",,,,,,"female",
0,"Is it true that Amber Steiner has four boyfriends?","3_0_048",3,"Is it true that Amber steiner has four boyfriends?","request_bool","Amber steiner","has four boyfriends",,,,,,"female",
0,"Is it true that Tanesha Yamada took belly dancing classes?","3_0_049",3,"Is it true that Tanesha yamada took belly dancing classes?","request_bool","Tanesha yamada","took dance classes",,,,,,"female",
0,"Did Zachary Parker join the French Foreign Legion?","3_0_050",3,"Did Zachary parker join the French Foreign Legion?","request_bool","Zachary parker","joined a legion",,,,,,"male",
0,"Is Rose Wu still refusing to climb down from that tree?","3_0_051",3,"Is Rose wu still refusing to climb down from that tree?","request_bool","Rose wu","refuses to climb down",,,,,,"female",
0,"Does David Barker still pretend to be President of the United States?","3_0_052",3,"Does David barker still pretend to be President of the United States?","request_bool","David barker","pretends to be president",,,,,,"male",
0,"Guess what? Sherman Rossi just got engaged to that model he was with last week.","3_0_053",3,"Guess what? Sherman rossi just got engaged to that model he was with last week","specific_info","Sherman rossi","just got engaged to a model",,,,,,"male","positive"
0,"So I just read that Phyllis Goh is moving to Tanzania next week.","3_0_054",3," 	So I just read that Phyllis goh is moving to Tanzania next week.","specific_info","Phyllis goh","is moving to Tanzania",,,,,,"female","positive"
0,"Have you guys seen Debbie O'Neill? Her nose job turned out horribly!","3_0_055",3,"  Have you guys seen Debbie o'neill? Her nose job turned out horribly!","specific_info","Debbie o'neill","got a bad nosejob",,,,,,"female","negative"
1,"Is it true that she is working for the KGB?","3_1_001",3," Is it true that she is working for the KGB?","request_bool",,"works for the KGB",,,"female",,,,
1,"Isn't he going on reality TV next week?","3_1_002",3,"Isn't he going on reality TV next week?","request_bool",,"is going on reality tv",,,"male",,,,
1,"Is it true that she is decorating her new apartment?","3_1_003",3,"Is it true that she is decorating her new apartment?","request_bool",,"is decorating new apt",,,"female",,,,
1,"Was that his dog eating all his new clothes?","3_1_004",3,"Was that his dog eating all his new clothes?","request_bool",,"has new clothes",,,"male",,,,
1,"Is it true that his television was stolen?","3_1_005",3,"Is it true that his television was stolen?","request_bool",,"had television stolen",,,"male",,,,
1,"Isn't he hanging out at the convenience store this week?","3_1_006",3,"Isn't he hanging out at the convenience store this week?","request_bool",,"is hanging out at convenience store",,,"male",,,,
1,"Does he really carry a stuffed duck around with him?","3_1_007",3,"Does he really carry a stuffed duck around with him?","request_bool",,"carries a stuffed duck",,,"male",,,,
1,"It is true that she got her driver's license?","3_1_008",3,"It is true that she got her driver's license?","request_bool",,"got a driver's license",,,"female",,,,
1,"Is it true that she only eats breakfast cereal?","3_1_009",3,"Is it true that she only eats breakfast cereal?","request_bool",,"eats breakfast cereal",,,"female",,,,
1,"Does he really spend his days in a cheese factory?","3_1_010",3,"Does he really spend his days in a cheese factory?","request_bool",,"spends day in a cheese factor",,,"male",,,,
1,"Hey, is she really expecting quadruplets?","3_1_011",3,"Hey, is she really expecting quadruplets?","request_bool",,"is expecting quadruplets",,,"female",,,,
1,"Did he just return from safari in Africa?","3_1_012",3,"Did he just return from safari in Africa?","request_bool",,"returned from safari",,,"male",,,,
1,"Say, are his shoes really made from recycled action figures?","3_1_013",3,"Say, are his  shoes really made from recycled action figures?","request_bool",,"has new shoes",,,"male",,,,
1,"Is it true he was voted Sexiest Guy by the tabloids?","3_1_014",3,"Is it true he was voted Sexiest Guy by the tabloids?","request_bool",,"was sexiest man alive",,,"male",,,,
1,"Hey, will he join in our Row, Row, Row Your Boat sing-along?","3_1_015",3,"Hey, will he join on our Row, Row, Row Your Boat sing-along?","request_bool",,"will join a sing-along",,,"male",,,,
1,"Is it true that he uses steak sauce on apples?","3_1_016",3,"Is it true that he uses steak sauce on apples?","request_bool",,"uses steak sauce",,,"male",,,,
1,"Does he really blow his nose into a sock?","3_1_017",3,"Does he really blow his nose into a sock?","request_bool",,"blows his nose",,,"male",,,,
1,"Say, is it true that she looks like her basset hound?","3_1_018",3,"Say, is it true that she looks like her basset hound?","request_bool",,"looks like her dog",,,"female",,,,
1,"Did she really quit that job?","3_1_019",3,"Did she really quit that job?","request_bool",,"quit that job",,,"female",,,,
1,"Does her hair curl naturally?","3_1_020",3,"Does her hair curl naturally?","request_bool",,"hair curl naturally",,,"female",,,,
1,"Do you know if she's really a beauty queen?","3_1_021",3,"Do you know if she's really a beauty queen?","request_bool",,"is a beauty queen",,,"female",,,,
1,"Does she actually think that she'll win the lottery?","3_1_022",3,"Does she actually think that she'll win the lottery?","request_bool",,"win the lottery",,,"female",,,,
1,"Did she get the special parking place?","3_1_023",3,"Did she get the special parking place?","request_bool",,"special parking place",,,"female",,,,
1,"Does she really date a famous movie star?","3_1_024",3,"Does she really date a famous movie star?","request_bool",,"date a famous movie star",,,"female",,,,
1,"Is it true that his eyes aren't the same color?","3_1_025",3,"Is it true that his eyes aren't the same color?","request_bool",,"eyes aren't the same color",,,"male",,,,
1,"Isn't he a well-known director?","3_1_026",3,"Isn't he a well-known director?","request_bool",,"a well-known director",,,"male",,,,
1,"Is that his race car parked in the ""no parking"" zone?","3_1_027",3,"Is that his race car parked in the ""no parking"" zone?","request_bool",,"race car parked in the no parking zone",,,"male",,,,
